sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment
WiW44.3	NA	NA	NA	3	NA	WiW44	GreenbroomCovert	7D_rep3
WiW44.4	NA	NA	NA	4	NA	WiW44	GreenbroomCovert	7D_rep4
WiW45.1	NA	NA	NA	1	NA	WiW45	GreenbroomCovert	7D_rep1
WiW45.2	NA	NA	NA	2	NA	WiW45	GreenbroomCovert	7D_rep2
WiW45.3	NA	NA	NA	3	NA	WiW45	GreenbroomCovert	7D_rep3
WiW45.4	NA	NA	NA	4	NA	WiW45	GreenbroomCovert	7D_rep4
WiW46.1	NA	NA	NA	1	NA	WiW46	GreenbroomCovert	7D_rep1
WiW46.2	NA	NA	NA	2	NA	WiW46	GreenbroomCovert	7D_rep2
WiW46.3	NA	NA	NA	3	NA	WiW46	GreenbroomCovert	7D_rep3
WiW46.4	NA	NA	NA	4	NA	WiW46	GreenbroomCovert	7D_rep4
WiW47.1	NA	NA	NA	1	NA	WiW47	GreenbroomCovert	7D_rep1
WiW47.2	NA	NA	NA	2	NA	WiW47	GreenbroomCovert	7D_rep2
WiW47.3	NA	NA	NA	3	NA	WiW47	GreenbroomCovert	7D_rep3
WiW47.4	NA	NA	NA	4	NA	WiW47	GreenbroomCovert	7D_rep4
WiW48.1	NA	NA	NA	1	NA	WiW48	GreenbroomCovert	7D_rep1
WiW48.2	NA	NA	NA	2	NA	WiW48	GreenbroomCovert	7D_rep2
WiW48.3	NA	NA	NA	3	NA	WiW48	GreenbroomCovert	7D_rep3
WiW48.4	NA	NA	NA	4	NA	WiW48	GreenbroomCovert	7D_rep4
WiW49.1	NA	NA	NA	1	NA	WiW49	GreenbroomCovert	7D_rep1
WiW49.2	NA	NA	NA	2	NA	WiW49	GreenbroomCovert	7D_rep2
WiW49.3	NA	NA	NA	3	NA	WiW49	GreenbroomCovert	7D_rep3
WiW49.4	NA	NA	NA	4	NA	WiW49	GreenbroomCovert	7D_rep4
WiW50.1	NA	NA	NA	1	NA	WiW50	GreenbroomCovert	7D_rep1
WiW50.2	NA	NA	NA	2	NA	WiW50	GreenbroomCovert	7D_rep2
WiW50.3	NA	NA	NA	3	NA	WiW50	GreenbroomCovert	7D_rep3
WiW50.4	NA	NA	NA	4	NA	WiW50	GreenbroomCovert	7D_rep4
WiW51.1	NA	NA	NA	1	NA	WiW51	GreenbroomCovert	7D_rep1
WiW51.2	NA	NA	NA	2	NA	WiW51	GreenbroomCovert	7D_rep2
WiW51.3	NA	NA	NA	3	NA	WiW51	GreenbroomCovert	7D_rep3
WiW51.4	NA	NA	NA	4	NA	WiW51	GreenbroomCovert	7D_rep4
WiW52.1	NA	NA	NA	1	NA	WiW52	GreenbroomCovert	7D_rep1
WiW52.2	NA	NA	NA	2	NA	WiW52	GreenbroomCovert	7D_rep2
WiW52.3	NA	NA	NA	3	NA	WiW52	GreenbroomCovert	7D_rep3
WiW52.4	NA	NA	NA	4	NA	WiW52	GreenbroomCovert	7D_rep4
WiW53.1	NA	NA	NA	1	NA	WiW53	GreenbroomCovert	7D_rep1
WiW53.2	NA	NA	NA	2	NA	WiW53	GreenbroomCovert	7D_rep2
WiW53.3	NA	NA	NA	3	NA	WiW53	GreenbroomCovert	7D_rep3
WiW53.4	NA	NA	NA	4	NA	WiW53	GreenbroomCovert	7D_rep4
WiW54.1	NA	NA	NA	1	NA	WiW54	GreenbroomCovert	7D_rep1
WiW54.2	NA	NA	NA	2	NA	WiW54	GreenbroomCovert	7D_rep2
WiW54.3	NA	NA	NA	3	NA	WiW54	GreenbroomCovert	7D_rep3
WiW54.4	NA	NA	NA	4	NA	WiW54	GreenbroomCovert	7D_rep4
WiW55.1	NA	NA	NA	1	NA	WiW55	GreenbroomCovert	7D_rep1
WiW55.2	NA	NA	NA	2	NA	WiW55	GreenbroomCovert	7D_rep2
WiW55.3	NA	NA	NA	3	NA	WiW55	GreenbroomCovert	7D_rep3
WiW55.4	NA	NA	NA	4	NA	WiW55	GreenbroomCovert	7D_rep4
WiW56.1	NA	NA	NA	1	NA	WiW56	GreenbroomCovert	7D_rep1
WiW56.2	NA	NA	NA	2	NA	WiW56	GreenbroomCovert	7D_rep2
WiW56.3	NA	NA	NA	3	NA	WiW56	GreenbroomCovert	7D_rep3
WiW56.4	NA	NA	NA	4	NA	WiW56	GreenbroomCovert	7D_rep4
WiW57.1	NA	NA	NA	1	NA	WiW57	WindsorGreatPark	7D_rep1
WiW57.2	NA	NA	NA	2	NA	WiW57	WindsorGreatPark	7D_rep2
WiW57.3	NA	NA	NA	3	NA	WiW57	WindsorGreatPark	7D_rep3
WiW57.4	NA	NA	NA	4	NA	WiW57	WindsorGreatPark	7D_rep4
WP01.1	NA	NA	NA	1	NA	WP01	WaterersPark	7D_rep1
WP01.2	NA	NA	NA	2	NA	WP01	WaterersPark	7D_rep2
WP01.3	NA	NA	NA	3	NA	WP01	WaterersPark	7D_rep3
WP01.4	NA	NA	NA	4	NA	WP01	WaterersPark	7D_rep4
WP02.1	NA	NA	NA	1	NA	WP02	WaterersPark	7D_rep1
WP02.2	NA	NA	NA	2	NA	WP02	WaterersPark	7D_rep2
WP02.3	NA	NA	NA	3	NA	WP02	WaterersPark	7D_rep3
WP02.4	NA	NA	NA	4	NA	WP02	WaterersPark	7D_rep4
WP03.1	NA	NA	NA	1	NA	WP03	WaterersPark	7D_rep1
WP03.2	NA	NA	NA	2	NA	WP03	WaterersPark	7D_rep2
WP03.3	NA	NA	NA	3	NA	WP03	WaterersPark	7D_rep3
WP03.4	NA	NA	NA	4	NA	WP03	WaterersPark	7D_rep4
WP04.1	NA	NA	NA	1	NA	WP04	WaterersPark	7D_rep1
WP04.2	NA	NA	NA	2	NA	WP04	WaterersPark	7D_rep2
WP04.3	NA	NA	NA	3	NA	WP04	WaterersPark	7D_rep3
WP04.4	NA	NA	NA	4	NA	WP04	WaterersPark	7D_rep4
WP05.1	NA	NA	NA	1	NA	WP05	WaterersPark	7D_rep1
WP05.2	NA	NA	NA	2	NA	WP05	WaterersPark	7D_rep2
WP05.3	NA	NA	NA	3	NA	WP05	WaterersPark	7D_rep3
WP05.4	NA	NA	NA	4	NA	WP05	WaterersPark	7D_rep4
WP06.1	NA	NA	NA	1	NA	WP06	WaterersPark	7D_rep1
WP06.2	NA	NA	NA	2	NA	WP06	WaterersPark	7D_rep2
WP06.3	NA	NA	NA	3	NA	WP06	WaterersPark	7D_rep3
WP06.4	NA	NA	NA	4	NA	WP06	WaterersPark	7D_rep4
WP07.1	NA	NA	NA	1	NA	WP07	WaterersPark	7D_rep1
WP07.2	NA	NA	NA	2	NA	WP07	WaterersPark	7D_rep2
WP07.3	NA	NA	NA	3	NA	WP07	WaterersPark	7D_rep3
WP07.4	NA	NA	NA	4	NA	WP07	WaterersPark	7D_rep4
WP08.1	NA	NA	NA	1	NA	WP08	WaterersPark	7D_rep1
WP08.2	NA	NA	NA	2	NA	WP08	WaterersPark	7D_rep2
WP08.3	NA	NA	NA	3	NA	WP08	WaterersPark	7D_rep3
WP08.4	NA	NA	NA	4	NA	WP08	WaterersPark	7D_rep4
WP09.1	NA	NA	NA	1	NA	WP09	WaterersPark	7D_rep1
WP09.2	NA	NA	NA	2	NA	WP09	WaterersPark	7D_rep2
WP09.3	NA	NA	NA	3	NA	WP09	WaterersPark	7D_rep3
WP09.4	NA	NA	NA	4	NA	WP09	WaterersPark	7D_rep4
WP10.1	NA	NA	NA	1	NA	WP10	WaterersPark	7D_rep1
WP10.2	NA	NA	NA	2	NA	WP10	WaterersPark	7D_rep2
WP10.3	NA	NA	NA	3	NA	WP10	WaterersPark	7D_rep3
WP10.4	NA	NA	NA	4	NA	WP10	WaterersPark	7D_rep4
WP11.1	NA	NA	NA	1	NA	WP11	WaterersPark	7D_rep1
WP11.2	NA	NA	NA	2	NA	WP11	WaterersPark	7D_rep2
WP11.3	NA	NA	NA	3	NA	WP11	WaterersPark	7D_rep3
WP11.4	NA	NA	NA	4	NA	WP11	WaterersPark	7D_rep4
WP12.1	NA	NA	NA	1	NA	WP12	WaterersPark	7D_rep1
WP12.2	NA	NA	NA	2	NA	WP12	WaterersPark	7D_rep2
WP12.3	NA	NA	NA	3	NA	WP12	WaterersPark	7D_rep3
WP12.4	NA	NA	NA	4	NA	WP12	WaterersPark	7D_rep4
WP13.1	NA	NA	NA	1	NA	WP13	WaterersPark	7D_rep1
WP13.2	NA	NA	NA	2	NA	WP13	WaterersPark	7D_rep2
WP13.3	NA	NA	NA	3	NA	WP13	WaterersPark	7D_rep3
WP13.4	NA	NA	NA	4	NA	WP13	WaterersPark	7D_rep4
WP14.1	NA	NA	NA	1	NA	WP14	WaterersPark	7D_rep1
WP14.2	NA	NA	NA	2	NA	WP14	WaterersPark	7D_rep2
WP14.3	NA	NA	NA	3	NA	WP14	WaterersPark	7D_rep3
WP14.4	NA	NA	NA	4	NA	WP14	WaterersPark	7D_rep4
WP15.1	NA	NA	NA	1	NA	WP15	WaterersPark	7D_rep1
WP15.2	NA	NA	NA	2	NA	WP15	WaterersPark	7D_rep2
WP15.3	NA	NA	NA	3	NA	WP15	WaterersPark	7D_rep3
WP15.4	NA	NA	NA	4	NA	WP15	WaterersPark	7D_rep4
WP16.1	NA	NA	NA	1	NA	WP16	WaterersPark	7D_rep1
WP16.2	NA	NA	NA	2	NA	WP16	WaterersPark	7D_rep2
WP16.3	NA	NA	NA	3	NA	WP16	WaterersPark	7D_rep3
WP16.4	NA	NA	NA	4	NA	WP16	WaterersPark	7D_rep4
WYC14.1	NA	NA	NA	1	NA	WYC14	WythamWoods	7D_rep1
WYC14.2	NA	NA	NA	2	NA	WYC14	WythamWoods	7D_rep2
WYC14.3	NA	NA	NA	3	NA	WYC14	WythamWoods	7D_rep3
WYC14.4	NA	NA	NA	4	NA	WYC14	WythamWoods	7D_rep4
WYC15.1	NA	NA	NA	1	NA	WYC15	WythamWoods	7D_rep1
WYC15.2	NA	NA	NA	2	NA	WYC15	WythamWoods	7D_rep2
WYC15.3	NA	NA	NA	3	NA	WYC15	WythamWoods	7D_rep3
WYC15.4	NA	NA	NA	4	NA	WYC15	WythamWoods	7D_rep4
WYC41.1	NA	NA	NA	1	NA	WYC41	WythamWoods	7D_rep1
WYC41.2	NA	NA	NA	2	NA	WYC41	WythamWoods	7D_rep2
WYC41.3	NA	NA	NA	3	NA	WYC41	WythamWoods	7D_rep3
WYC41.4	NA	NA	NA	4	NA	WYC41	WythamWoods	7D_rep4
WYC42.1	NA	NA	NA	1	NA	WYC42	WythamWoods	7D_rep1
WYC42.2	NA	NA	NA	2	NA	WYC42	WythamWoods	7D_rep2
WYC42.3	NA	NA	NA	3	NA	WYC42	WythamWoods	7D_rep3
WYC42.4	NA	NA	NA	4	NA	WYC42	WythamWoods	7D_rep4
WYD06.1	NA	NA	NA	1	NA	WYD06	WythamWoods	7D_rep1
WYD06.2	NA	NA	NA	2	NA	WYD06	WythamWoods	7D_rep2
WYD06.3	NA	NA	NA	3	NA	WYD06	WythamWoods	7D_rep3
WYD06.4	NA	NA	NA	4	NA	WYD06	WythamWoods	7D_rep4
WYD09.1	NA	NA	NA	1	NA	WYD09	WythamWoods	7D_rep1
WYD09.2	NA	NA	NA	2	NA	WYD09	WythamWoods	7D_rep2
WYD09.3	NA	NA	NA	3	NA	WYD09	WythamWoods	7D_rep3
WYD09.4	NA	NA	NA	4	NA	WYD09	WythamWoods	7D_rep4
WYM02.1	NA	NA	NA	1	NA	WYM02	WythamWoods	7D_rep1
WYM02.2	NA	NA	NA	2	NA	WYM02	WythamWoods	7D_rep2
WYM02.3	NA	NA	NA	3	NA	WYM02	WythamWoods	7D_rep3
WYM02.4	NA	NA	NA	4	NA	WYM02	WythamWoods	7D_rep4
WYM21.1	NA	NA	NA	1	NA	WYM21	WythamWoods	7D_rep1
WYM21.2	NA	NA	NA	2	NA	WYM21	WythamWoods	7D_rep2
WYM21.3	NA	NA	NA	3	NA	WYM21	WythamWoods	7D_rep3
WYM21.4	NA	NA	NA	4	NA	WYM21	WythamWoods	7D_rep4
WYM22.1	NA	NA	NA	1	NA	WYM22	WythamWoods	7D_rep1
WYM22.2	NA	NA	NA	2	NA	WYM22	WythamWoods	7D_rep2
WYM22.3	NA	NA	NA	3	NA	WYM22	WythamWoods	7D_rep3
WYM22.4	NA	NA	NA	4	NA	WYM22	WythamWoods	7D_rep4
WYM25.1	NA	NA	NA	1	NA	WYM25	WythamWoods	7D_rep1
WYM25.2	NA	NA	NA	2	NA	WYM25	WythamWoods	7D_rep2
WYM25.3	NA	NA	NA	3	NA	WYM25	WythamWoods	7D_rep3
WYM25.4	NA	NA	NA	4	NA	WYM25	WythamWoods	7D_rep4
WYM27.1	NA	NA	NA	1	NA	WYM27	WythamWoods	7D_rep1
WYM27.2	NA	NA	NA	2	NA	WYM27	WythamWoods	7D_rep2
WYM27.3	NA	NA	NA	3	NA	WYM27	WythamWoods	7D_rep3
WYM27.4	NA	NA	NA	4	NA	WYM27	WythamWoods	7D_rep4
WYM29.1	NA	NA	NA	1	NA	WYM29	WythamWoods	7D_rep1
WYM29.2	NA	NA	NA	2	NA	WYM29	WythamWoods	7D_rep2
WYM29.3	NA	NA	NA	3	NA	WYM29	WythamWoods	7D_rep3
WYM29.4	NA	NA	NA	4	NA	WYM29	WythamWoods	7D_rep4
WYM33.1	NA	NA	NA	1	NA	WYM33	WythamWoods	7D_rep1
WYM33.2	NA	NA	NA	2	NA	WYM33	WythamWoods	7D_rep2
WYM33.3	NA	NA	NA	3	NA	WYM33	WythamWoods	7D_rep3
WYM33.4	NA	NA	NA	4	NA	WYM33	WythamWoods	7D_rep4
WYM39.1	NA	NA	NA	1	NA	WYM39	WythamWoods	7D_rep1
WYM39.2	NA	NA	NA	2	NA	WYM39	WythamWoods	7D_rep2
WYM39.3	NA	NA	NA	3	NA	WYM39	WythamWoods	7D_rep3
WYM39.4	NA	NA	NA	4	NA	WYM39	WythamWoods	7D_rep4
WYT01.1	NA	NA	NA	1	NA	WYT01	WythamWoods	7D_rep1
WYT01.2	NA	NA	NA	2	NA	WYT01	WythamWoods	7D_rep2
WYT01.3	NA	NA	NA	3	NA	WYT01	WythamWoods	7D_rep3
WYT01.4	NA	NA	NA	4	NA	WYT01	WythamWoods	7D_rep4
WYT02.1	NA	NA	NA	1	NA	WYT02	WythamWoods	7D_rep1
WYT02.2	NA	NA	NA	2	NA	WYT02	WythamWoods	7D_rep2
WYT02.3	NA	NA	NA	3	NA	WYT02	WythamWoods	7D_rep3
WYT02.4	NA	NA	NA	4	NA	WYT02	WythamWoods	7D_rep4
WYT03.1	NA	NA	NA	1	NA	WYT03	WythamWoods	7D_rep1
WYT03.2	NA	NA	NA	2	NA	WYT03	WythamWoods	7D_rep2
WYT03.3	NA	NA	NA	3	NA	WYT03	WythamWoods	7D_rep3
WYT03.4	NA	NA	NA	4	NA	WYT03	WythamWoods	7D_rep4
WYT04.1	NA	NA	NA	1	NA	WYT04	WythamWoods	7D_rep1
WYT04.2	NA	NA	NA	2	NA	WYT04	WythamWoods	7D_rep2
WYT04.3	NA	NA	NA	3	NA	WYT04	WythamWoods	7D_rep3
WYT04.4	NA	NA	NA	4	NA	WYT04	WythamWoods	7D_rep4
WYT05.1	NA	NA	NA	1	NA	WYT05	WythamWoods	7D_rep1
WYT05.2	NA	NA	NA	2	NA	WYT05	WythamWoods	7D_rep2
WYT05.3	NA	NA	NA	3	NA	WYT05	WythamWoods	7D_rep3
WYT05.4	NA	NA	NA	4	NA	WYT05	WythamWoods	7D_rep4
WYT06.1	NA	NA	NA	1	NA	WYT06	WythamWoods	7D_rep1
WYT06.2	NA	NA	NA	2	NA	WYT06	WythamWoods	7D_rep2
WYT06.3	NA	NA	NA	3	NA	WYT06	WythamWoods	7D_rep3
WYT06.4	NA	NA	NA	4	NA	WYT06	WythamWoods	7D_rep4
WYT07.1	NA	NA	NA	1	NA	WYT07	WythamWoods	7D_rep1
WYT07.2	NA	NA	NA	2	NA	WYT07	WythamWoods	7D_rep2
WYT07.3	NA	NA	NA	3	NA	WYT07	WythamWoods	7D_rep3
WYT07.4	NA	NA	NA	4	NA	WYT07	WythamWoods	7D_rep4
WYT08.1	NA	NA	NA	1	NA	WYT08	WythamWoods	7D_rep1
WYT08.2	NA	NA	NA	2	NA	WYT08	WythamWoods	7D_rep2
WYT08.3	NA	NA	NA	3	NA	WYT08	WythamWoods	7D_rep3
WYT08.4	NA	NA	NA	4	NA	WYT08	WythamWoods	7D_rep4
WYT09.1	NA	NA	NA	1	NA	WYT09	WythamWoods	7D_rep1
WYT09.2	NA	NA	NA	2	NA	WYT09	WythamWoods	7D_rep2
WYT09.3	NA	NA	NA	3	NA	WYT09	WythamWoods	7D_rep3
WYT09.4	NA	NA	NA	4	NA	WYT09	WythamWoods	7D_rep4
WYT10.1	NA	NA	NA	1	NA	WYT10	WythamWoods	7D_rep1
WYT10.2	NA	NA	NA	2	NA	WYT10	WythamWoods	7D_rep2
WYT10.3	NA	NA	NA	3	NA	WYT10	WythamWoods	7D_rep3
WYT10.4	NA	NA	NA	4	NA	WYT10	WythamWoods	7D_rep4
WYT11.1	NA	NA	NA	1	NA	WYT11	WythamWoods	7D_rep1
WYT11.2	NA	NA	NA	2	NA	WYT11	WythamWoods	7D_rep2
WYT11.3	NA	NA	NA	3	NA	WYT11	WythamWoods	7D_rep3
WYT116.1	NA	NA	NA	1	NA	WYT116	WythamWoods	7D_rep1
WYT116.2	NA	NA	NA	2	NA	WYT116	WythamWoods	7D_rep2
WYT116.3	NA	NA	NA	3	NA	WYT116	WythamWoods	7D_rep3
WYT116.4	NA	NA	NA	4	NA	WYT116	WythamWoods	7D_rep4
WYT12.1	NA	NA	NA	1	NA	WYT12	WythamWoods	7D_rep1
WYT12.2	NA	NA	NA	2	NA	WYT12	WythamWoods	7D_rep2
WYT12.3	NA	NA	NA	3	NA	WYT12	WythamWoods	7D_rep3
WYT12.4	NA	NA	NA	4	NA	WYT12	WythamWoods	7D_rep4
WYT13.1	NA	NA	NA	1	NA	WYT13	WythamWoods	7D_rep1
WYT13.2	NA	NA	NA	2	NA	WYT13	WythamWoods	7D_rep2
WYT13.3	NA	NA	NA	3	NA	WYT13	WythamWoods	7D_rep3
WYT13.4	NA	NA	NA	4	NA	WYT13	WythamWoods	7D_rep4
WYT14.1	NA	NA	NA	1	NA	WYT14	WythamWoods	7D_rep1
WYT14.2	NA	NA	NA	2	NA	WYT14	WythamWoods	7D_rep2
WYT14.3	NA	NA	NA	3	NA	WYT14	WythamWoods	7D_rep3
WYT14.4	NA	NA	NA	4	NA	WYT14	WythamWoods	7D_rep4
WYT15.1	NA	NA	NA	1	NA	WYT15	WythamWoods	7D_rep1
WYT15.2	NA	NA	NA	2	NA	WYT15	WythamWoods	7D_rep2
WYT15.3	NA	NA	NA	3	NA	WYT15	WythamWoods	7D_rep3
WYT15.4	NA	NA	NA	4	NA	WYT15	WythamWoods	7D_rep4
WYT16.1	NA	NA	NA	1	NA	WYT16	WythamWoods	7D_rep1
WYT16.2	NA	NA	NA	2	NA	WYT16	WythamWoods	7D_rep2
WYT16.3	NA	NA	NA	3	NA	WYT16	WythamWoods	7D_rep3
WYT16.4	NA	NA	NA	4	NA	WYT16	WythamWoods	7D_rep4
WYT17.1	NA	NA	NA	1	NA	WYT17	WythamWoods	7D_rep1
WYT17.2	NA	NA	NA	2	NA	WYT17	WythamWoods	7D_rep2
WYT17.3	NA	NA	NA	3	NA	WYT17	WythamWoods	7D_rep3
WYT17.4	NA	NA	NA	4	NA	WYT17	WythamWoods	7D_rep4
WYT18.1	NA	NA	NA	1	NA	WYT18	WythamWoods	7D_rep1
WYT18.2	NA	NA	NA	2	NA	WYT18	WythamWoods	7D_rep2
WYT19.1	NA	NA	NA	1	NA	WYT19	WythamWoods	7D_rep1
WYT19.2	NA	NA	NA	2	NA	WYT19	WythamWoods	7D_rep2
WYT19.3	NA	NA	NA	3	NA	WYT19	WythamWoods	7D_rep3
WYT19.4	NA	NA	NA	4	NA	WYT19	WythamWoods	7D_rep4
WYT20.1	NA	NA	NA	1	NA	WYT20	WythamWoods	7D_rep1
WYT20.2	NA	NA	NA	2	NA	WYT20	WythamWoods	7D_rep2
WYT20.3	NA	NA	NA	3	NA	WYT20	WythamWoods	7D_rep3
WYT20.4	NA	NA	NA	4	NA	WYT20	WythamWoods	7D_rep4
WYT21.1	NA	NA	NA	1	NA	WYT21	WythamWoods	7D_rep1
WYT21.2	NA	NA	NA	2	NA	WYT21	WythamWoods	7D_rep2
WYT21.3	NA	NA	NA	3	NA	WYT21	WythamWoods	7D_rep3
WYT21.4	NA	NA	NA	4	NA	WYT21	WythamWoods	7D_rep4
WYT22.1	NA	NA	NA	1	NA	WYT22	WythamWoods	7D_rep1
WYT22.2	NA	NA	NA	2	NA	WYT22	WythamWoods	7D_rep2
WYT22.3	NA	NA	NA	3	NA	WYT22	WythamWoods	7D_rep3
WYT22.4	NA	NA	NA	4	NA	WYT22	WythamWoods	7D_rep4
WYT23.1	NA	NA	NA	1	NA	WYT23	WythamWoods	7D_rep1
WYT23.2	NA	NA	NA	2	NA	WYT23	WythamWoods	7D_rep2
WYT23.3	NA	NA	NA	3	NA	WYT23	WythamWoods	7D_rep3
WYT23.4	NA	NA	NA	4	NA	WYT23	WythamWoods	7D_rep4
WYT24.1	NA	NA	NA	1	NA	WYT24	WythamWoods	7D_rep1
WYT24.2	NA	NA	NA	2	NA	WYT24	WythamWoods	7D_rep2
WYT24.3	NA	NA	NA	3	NA	WYT24	WythamWoods	7D_rep3
WYT24.4	NA	NA	NA	4	NA	WYT24	WythamWoods	7D_rep4
WYT25.1	NA	NA	NA	1	NA	WYT25	WythamWoods	7D_rep1
WYT25.2	NA	NA	NA	2	NA	WYT25	WythamWoods	7D_rep2
WYT25.3	NA	NA	NA	3	NA	WYT25	WythamWoods	7D_rep3
WYT25.4	NA	NA	NA	4	NA	WYT25	WythamWoods	7D_rep4
WYT26.1	NA	NA	NA	1	NA	WYT26	WythamWoods	7D_rep1
WYT26.2	NA	NA	NA	2	NA	WYT26	WythamWoods	7D_rep2
WYT26.3	NA	NA	NA	3	NA	WYT26	WythamWoods	7D_rep3
WYT26.4	NA	NA	NA	4	NA	WYT26	WythamWoods	7D_rep4
WYT27.1	NA	NA	NA	1	NA	WYT27	WythamWoods	7D_rep1
WYT27.2	NA	NA	NA	2	NA	WYT27	WythamWoods	7D_rep2
WYT27.3	NA	NA	NA	3	NA	WYT27	WythamWoods	7D_rep3
WYT27.4	NA	NA	NA	4	NA	WYT27	WythamWoods	7D_rep4
WYT28.1	NA	NA	NA	1	NA	WYT28	WythamWoods	7D_rep1
WYT28.2	NA	NA	NA	2	NA	WYT28	WythamWoods	7D_rep2
WYT28.3	NA	NA	NA	3	NA	WYT28	WythamWoods	7D_rep3
WYT28.4	NA	NA	NA	4	NA	WYT28	WythamWoods	7D_rep4
WYT29.1	NA	NA	NA	1	NA	WYT29	WythamWoods	7D_rep1
WYT29.2	NA	NA	NA	2	NA	WYT29	WythamWoods	7D_rep2
WYT29.3	NA	NA	NA	3	NA	WYT29	WythamWoods	7D_rep3
WYT29.4	NA	NA	NA	4	NA	WYT29	WythamWoods	7D_rep4
WYT30.1	NA	NA	NA	1	NA	WYT30	WythamWoods	7D_rep1
WYT30.2	NA	NA	NA	2	NA	WYT30	WythamWoods	7D_rep2
WYT30.3	NA	NA	NA	3	NA	WYT30	WythamWoods	7D_rep3
WYT30.4	NA	NA	NA	4	NA	WYT30	WythamWoods	7D_rep4
WYT31.1	NA	NA	NA	1	NA	WYT31	WythamWoods	7D_rep1
WYT31.2	NA	NA	NA	2	NA	WYT31	WythamWoods	7D_rep2
WYT31.3	NA	NA	NA	3	NA	WYT31	WythamWoods	7D_rep3
WYT31.4	NA	NA	NA	4	NA	WYT31	WythamWoods	7D_rep4
WYT32.1	NA	NA	NA	1	NA	WYT32	WythamWoods	7D_rep1
WYT32.2	NA	NA	NA	2	NA	WYT32	WythamWoods	7D_rep2
WYT32.3	NA	NA	NA	3	NA	WYT32	WythamWoods	7D_rep3
WYT32.4	NA	NA	NA	4	NA	WYT32	WythamWoods	7D_rep4
WYT33.1	NA	NA	NA	1	NA	WYT33	WythamWoods	7D_rep1
WYT33.2	NA	NA	NA	2	NA	WYT33	WythamWoods	7D_rep2
WYT33.3	NA	NA	NA	3	NA	WYT33	WythamWoods	7D_rep3
WYT33.4	NA	NA	NA	4	NA	WYT33	WythamWoods	7D_rep4
WYT34.1	NA	NA	NA	1	NA	WYT34	WythamWoods	7D_rep1
WYT34.2	NA	NA	NA	2	NA	WYT34	WythamWoods	7D_rep2
WYT34.3	NA	NA	NA	3	NA	WYT34	WythamWoods	7D_rep3
WYT34.4	NA	NA	NA	4	NA	WYT34	WythamWoods	7D_rep4
WYT35.1	NA	NA	NA	1	NA	WYT35	WythamWoods	7D_rep1
WYT35.2	NA	NA	NA	2	NA	WYT35	WythamWoods	7D_rep2
WYT35.3	NA	NA	NA	3	NA	WYT35	WythamWoods	7D_rep3
WYT35.4	NA	NA	NA	4	NA	WYT35	WythamWoods	7D_rep4
WYT36.1	NA	NA	NA	1	NA	WYT36	WythamWoods	7D_rep1
WYT36.2	NA	NA	NA	2	NA	WYT36	WythamWoods	7D_rep2
WYT36.3	NA	NA	NA	3	NA	WYT36	WythamWoods	7D_rep3
WYT36.4	NA	NA	NA	4	NA	WYT36	WythamWoods	7D_rep4
WYT37.1	NA	NA	NA	1	NA	WYT37	WythamWoods	7D_rep1
WYT37.2	NA	NA	NA	2	NA	WYT37	WythamWoods	7D_rep2
WYT37.3	NA	NA	NA	3	NA	WYT37	WythamWoods	7D_rep3
WYT37.4	NA	NA	NA	4	NA	WYT37	WythamWoods	7D_rep4
WYT38.1	NA	NA	NA	1	NA	WYT38	WythamWoods	7D_rep1
WYT38.2	NA	NA	NA	2	NA	WYT38	WythamWoods	7D_rep2
WYT38.3	NA	NA	NA	3	NA	WYT38	WythamWoods	7D_rep3
WYT38.4	NA	NA	NA	4	NA	WYT38	WythamWoods	7D_rep4
WYT39.1	NA	NA	NA	1	NA	WYT39	WythamWoods	7D_rep1
WYT39.2	NA	NA	NA	2	NA	WYT39	WythamWoods	7D_rep2
WYT39.3	NA	NA	NA	3	NA	WYT39	WythamWoods	7D_rep3
WYT39.4	NA	NA	NA	4	NA	WYT39	WythamWoods	7D_rep4
WYT40.1	NA	NA	NA	1	NA	WYT40	WythamWoods	7D_rep1
WYT40.2	NA	NA	NA	2	NA	WYT40	WythamWoods	7D_rep2
WYT40.3	NA	NA	NA	3	NA	WYT40	WythamWoods	7D_rep3
WYT40.4	NA	NA	NA	4	NA	WYT40	WythamWoods	7D_rep4
WYT41.1	NA	NA	NA	1	NA	WYT41	WythamWoods	7D_rep1
WYT41.2	NA	NA	NA	2	NA	WYT41	WythamWoods	7D_rep2
WYT41.3	NA	NA	NA	3	NA	WYT41	WythamWoods	7D_rep3
WYT41.4	NA	NA	NA	4	NA	WYT41	WythamWoods	7D_rep4
WYT42.1	NA	NA	NA	1	NA	WYT42	WythamWoods	7D_rep1
WYT42.2	NA	NA	NA	2	NA	WYT42	WythamWoods	7D_rep2
WYT42.3	NA	NA	NA	3	NA	WYT42	WythamWoods	7D_rep3
WYT42.4	NA	NA	NA	4	NA	WYT42	WythamWoods	7D_rep4
WYT43.1	NA	NA	NA	1	NA	WYT43	WythamWoods	7D_rep1
WYT43.2	NA	NA	NA	2	NA	WYT43	WythamWoods	7D_rep2
WYT43.3	NA	NA	NA	3	NA	WYT43	WythamWoods	7D_rep3
WYT43.4	NA	NA	NA	4	NA	WYT43	WythamWoods	7D_rep4
WYT44.1	NA	NA	NA	1	NA	WYT44	WythamWoods	7D_rep1
