sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Time0D_7D_4M
WiW18.1	NA	NA	NA	1	NA	WiW18	GreenbroomCovert	7D_rep1	2
WiW18.2	NA	NA	NA	2	NA	WiW18	GreenbroomCovert	7D_rep2	1
WiW18.3	NA	NA	NA	3	NA	WiW18	GreenbroomCovert	7D_rep3	2
WiW18.4	NA	NA	NA	4	NA	WiW18	GreenbroomCovert	7D_rep4	4
WiW19.1	NA	NA	NA	1	NA	WiW19	GreenbroomCovert	7D_rep1	2
WiW19.2	NA	NA	NA	2	NA	WiW19	GreenbroomCovert	7D_rep2	1
WiW19.3	NA	NA	NA	3	NA	WiW19	GreenbroomCovert	7D_rep3	1
WiW19.4	NA	NA	NA	4	NA	WiW19	GreenbroomCovert	7D_rep4	4
WiW20.1	NA	NA	NA	1	NA	WiW20	GreenbroomCovert	7D_rep1	2
WiW20.2	NA	NA	NA	2	NA	WiW20	GreenbroomCovert	7D_rep2	2
WiW20.3	NA	NA	NA	3	NA	WiW20	GreenbroomCovert	7D_rep3	2
WiW20.4	NA	NA	NA	4	NA	WiW20	GreenbroomCovert	7D_rep4	4
WiW21.1	NA	NA	NA	1	NA	WiW21	GreenbroomCovert	7D_rep1	2
WiW21.2	NA	NA	NA	2	NA	WiW21	GreenbroomCovert	7D_rep2	2
WiW21.3	NA	NA	NA	3	NA	WiW21	GreenbroomCovert	7D_rep3	2
WiW21.4	NA	NA	NA	4	NA	WiW21	GreenbroomCovert	7D_rep4	4
WiW22.2	NA	NA	NA	2	NA	WiW22	GreenbroomCovert	7D_rep2	1
WiW22.3	NA	NA	NA	3	NA	WiW22	GreenbroomCovert	7D_rep3	1
WiW22.4	NA	NA	NA	4	NA	WiW22	GreenbroomCovert	7D_rep4	3
WiW23.1	NA	NA	NA	1	NA	WiW23	GreenbroomCovert	7D_rep1	2
WiW23.2	NA	NA	NA	2	NA	WiW23	GreenbroomCovert	7D_rep2	2
WiW23.3	NA	NA	NA	3	NA	WiW23	GreenbroomCovert	7D_rep3	2
WiW23.4	NA	NA	NA	4	NA	WiW23	GreenbroomCovert	7D_rep4	3
WiW24.1	NA	NA	NA	1	NA	WiW24	GreenbroomCovert	7D_rep1	2
WiW24.2	NA	NA	NA	2	NA	WiW24	GreenbroomCovert	7D_rep2	2
WiW24.3	NA	NA	NA	3	NA	WiW24	GreenbroomCovert	7D_rep3	2
WiW24.4	NA	NA	NA	4	NA	WiW24	GreenbroomCovert	7D_rep4	4
WiW25.1	NA	NA	NA	1	NA	WiW25	GreenbroomCovert	7D_rep1	1
WiW25.2	NA	NA	NA	2	NA	WiW25	GreenbroomCovert	7D_rep2	1
WiW25.3	NA	NA	NA	3	NA	WiW25	GreenbroomCovert	7D_rep3	1
WiW25.4	NA	NA	NA	4	NA	WiW25	GreenbroomCovert	7D_rep4	4
WiW26.1	NA	NA	NA	1	NA	WiW26	GreenbroomCovert	7D_rep1	2
WiW26.2	NA	NA	NA	2	NA	WiW26	GreenbroomCovert	7D_rep2	2
WiW26.3	NA	NA	NA	3	NA	WiW26	GreenbroomCovert	7D_rep3	2
WiW26.4	NA	NA	NA	4	NA	WiW26	GreenbroomCovert	7D_rep4	1
WiW27.1	NA	NA	NA	1	NA	WiW27	GreenbroomCovert	7D_rep1	2
WiW27.2	NA	NA	NA	2	NA	WiW27	GreenbroomCovert	7D_rep2	1
WiW27.3	NA	NA	NA	3	NA	WiW27	GreenbroomCovert	7D_rep3	1
WiW27.4	NA	NA	NA	4	NA	WiW27	GreenbroomCovert	7D_rep4	4
WiW28.1	NA	NA	NA	1	NA	WiW28	GreenbroomCovert	7D_rep1	2
WiW28.2	NA	NA	NA	2	NA	WiW28	GreenbroomCovert	7D_rep2	2
WiW28.3	NA	NA	NA	3	NA	WiW28	GreenbroomCovert	7D_rep3	2
WiW28.4	NA	NA	NA	4	NA	WiW28	GreenbroomCovert	7D_rep4	3
WiW29.1	NA	NA	NA	1	NA	WiW29	GreenbroomCovert	7D_rep1	1
WiW29.2	NA	NA	NA	2	NA	WiW29	GreenbroomCovert	7D_rep2	1
WiW29.3	NA	NA	NA	3	NA	WiW29	GreenbroomCovert	7D_rep3	1
WiW29.4	NA	NA	NA	4	NA	WiW29	GreenbroomCovert	7D_rep4	3
WiW30.1	NA	NA	NA	1	NA	WiW30	GreenbroomCovert	7D_rep1	2
WiW30.2	NA	NA	NA	2	NA	WiW30	GreenbroomCovert	7D_rep2	1
WiW30.3	NA	NA	NA	3	NA	WiW30	GreenbroomCovert	7D_rep3	1
WiW30.4	NA	NA	NA	4	NA	WiW30	GreenbroomCovert	7D_rep4	4
WiW31.1	NA	NA	NA	1	NA	WiW31	GreenbroomCovert	7D_rep1	2
WiW31.2	NA	NA	NA	2	NA	WiW31	GreenbroomCovert	7D_rep2	2
WiW31.3	NA	NA	NA	3	NA	WiW31	GreenbroomCovert	7D_rep3	2
WiW31.4	NA	NA	NA	4	NA	WiW31	GreenbroomCovert	7D_rep4	2
WiW32.1	NA	NA	NA	1	NA	WiW32	GreenbroomCovert	7D_rep1	2
WiW32.2	NA	NA	NA	2	NA	WiW32	GreenbroomCovert	7D_rep2	2
WiW32.3	NA	NA	NA	3	NA	WiW32	GreenbroomCovert	7D_rep3	2
WiW32.4	NA	NA	NA	4	NA	WiW32	GreenbroomCovert	7D_rep4	3
WiW33.1	NA	NA	NA	1	NA	WiW33	GreenbroomCovert	7D_rep1	2
WiW33.2	NA	NA	NA	2	NA	WiW33	GreenbroomCovert	7D_rep2	2
WiW33.3	NA	NA	NA	3	NA	WiW33	GreenbroomCovert	7D_rep3	2
WiW33.4	NA	NA	NA	4	NA	WiW33	GreenbroomCovert	7D_rep4	2
WiW34.1	NA	NA	NA	1	NA	WiW34	GreenbroomCovert	7D_rep1	2
WiW34.2	NA	NA	NA	2	NA	WiW34	GreenbroomCovert	7D_rep2	2
WiW34.3	NA	NA	NA	3	NA	WiW34	GreenbroomCovert	7D_rep3	2
WiW34.4	NA	NA	NA	4	NA	WiW34	GreenbroomCovert	7D_rep4	1
WiW35.1	NA	NA	NA	1	NA	WiW35	GreenbroomCovert	7D_rep1	2
WiW35.2	NA	NA	NA	2	NA	WiW35	GreenbroomCovert	7D_rep2	2
WiW35.3	NA	NA	NA	3	NA	WiW35	GreenbroomCovert	7D_rep3	2
WiW35.4	NA	NA	NA	4	NA	WiW35	GreenbroomCovert	7D_rep4	1
WiW36.1	NA	NA	NA	1	NA	WiW36	GreenbroomCovert	7D_rep1	2
WiW36.2	NA	NA	NA	2	NA	WiW36	GreenbroomCovert	7D_rep2	2
WiW36.3	NA	NA	NA	3	NA	WiW36	GreenbroomCovert	7D_rep3	2
WiW36.4	NA	NA	NA	4	NA	WiW36	GreenbroomCovert	7D_rep4	1
WiW37.1	NA	NA	NA	1	NA	WiW37	GreenbroomCovert	7D_rep1	1
WiW37.2	NA	NA	NA	2	NA	WiW37	GreenbroomCovert	7D_rep2	1
WiW37.3	NA	NA	NA	3	NA	WiW37	GreenbroomCovert	7D_rep3	1
WiW37.4	NA	NA	NA	4	NA	WiW37	GreenbroomCovert	7D_rep4	1
WiW38.1	NA	NA	NA	1	NA	WiW38	GreenbroomCovert	7D_rep1	2
WiW38.2	NA	NA	NA	2	NA	WiW38	GreenbroomCovert	7D_rep2	1
WiW38.3	NA	NA	NA	3	NA	WiW38	GreenbroomCovert	7D_rep3	1
WiW38.4	NA	NA	NA	4	NA	WiW38	GreenbroomCovert	7D_rep4	2
WiW39.1	NA	NA	NA	1	NA	WiW39	GreenbroomCovert	7D_rep1	2
WiW39.2	NA	NA	NA	2	NA	WiW39	GreenbroomCovert	7D_rep2	1
WiW39.3	NA	NA	NA	3	NA	WiW39	GreenbroomCovert	7D_rep3	1
WiW39.4	NA	NA	NA	4	NA	WiW39	GreenbroomCovert	7D_rep4	2
WiW40.1	NA	NA	NA	1	NA	WiW40	GreenbroomCovert	7D_rep1	2
WiW40.2	NA	NA	NA	2	NA	WiW40	GreenbroomCovert	7D_rep2	2
WiW40.3	NA	NA	NA	3	NA	WiW40	GreenbroomCovert	7D_rep3	2
WiW40.4	NA	NA	NA	4	NA	WiW40	GreenbroomCovert	7D_rep4	2
WiW41.1	NA	NA	NA	1	NA	WiW41	GreenbroomCovert	7D_rep1	2
WiW41.2	NA	NA	NA	2	NA	WiW41	GreenbroomCovert	7D_rep2	2
WiW41.3	NA	NA	NA	3	NA	WiW41	GreenbroomCovert	7D_rep3	1
WiW41.4	NA	NA	NA	4	NA	WiW41	GreenbroomCovert	7D_rep4	2
WiW42.1	NA	NA	NA	1	NA	WiW42	GreenbroomCovert	7D_rep1	1
WiW42.2	NA	NA	NA	2	NA	WiW42	GreenbroomCovert	7D_rep2	1
WiW42.3	NA	NA	NA	3	NA	WiW42	GreenbroomCovert	7D_rep3	1
WiW42.4	NA	NA	NA	4	NA	WiW42	GreenbroomCovert	7D_rep4	1
WiW43.1	NA	NA	NA	1	NA	WiW43	GreenbroomCovert	7D_rep1	1
WiW43.2	NA	NA	NA	2	NA	WiW43	GreenbroomCovert	7D_rep2	1
WiW43.3	NA	NA	NA	3	NA	WiW43	GreenbroomCovert	7D_rep3	2
WiW43.4	NA	NA	NA	4	NA	WiW43	GreenbroomCovert	7D_rep4	2
WiW44.1	NA	NA	NA	1	NA	WiW44	GreenbroomCovert	7D_rep1	1
WiW44.2	NA	NA	NA	2	NA	WiW44	GreenbroomCovert	7D_rep2	1
WiW44.3	NA	NA	NA	3	NA	WiW44	GreenbroomCovert	7D_rep3	1
WiW44.4	NA	NA	NA	4	NA	WiW44	GreenbroomCovert	7D_rep4	2
WiW45.1	NA	NA	NA	1	NA	WiW45	GreenbroomCovert	7D_rep1	1
WiW45.2	NA	NA	NA	2	NA	WiW45	GreenbroomCovert	7D_rep2	1
WiW45.3	NA	NA	NA	3	NA	WiW45	GreenbroomCovert	7D_rep3	1
WiW45.4	NA	NA	NA	4	NA	WiW45	GreenbroomCovert	7D_rep4	2
WiW46.1	NA	NA	NA	1	NA	WiW46	GreenbroomCovert	7D_rep1	2
WiW46.2	NA	NA	NA	2	NA	WiW46	GreenbroomCovert	7D_rep2	1
WiW46.3	NA	NA	NA	3	NA	WiW46	GreenbroomCovert	7D_rep3	4
WiW46.4	NA	NA	NA	4	NA	WiW46	GreenbroomCovert	7D_rep4	1
WiW47.1	NA	NA	NA	1	NA	WiW47	GreenbroomCovert	7D_rep1	2
WiW47.2	NA	NA	NA	2	NA	WiW47	GreenbroomCovert	7D_rep2	2
WiW47.3	NA	NA	NA	3	NA	WiW47	GreenbroomCovert	7D_rep3	4
WiW47.4	NA	NA	NA	4	NA	WiW47	GreenbroomCovert	7D_rep4	1
WiW48.1	NA	NA	NA	1	NA	WiW48	GreenbroomCovert	7D_rep1	2
WiW48.2	NA	NA	NA	2	NA	WiW48	GreenbroomCovert	7D_rep2	1
WiW48.3	NA	NA	NA	3	NA	WiW48	GreenbroomCovert	7D_rep3	4
WiW48.4	NA	NA	NA	4	NA	WiW48	GreenbroomCovert	7D_rep4	1
WiW49.1	NA	NA	NA	1	NA	WiW49	GreenbroomCovert	7D_rep1	1
WiW49.2	NA	NA	NA	2	NA	WiW49	GreenbroomCovert	7D_rep2	1
WiW49.3	NA	NA	NA	3	NA	WiW49	GreenbroomCovert	7D_rep3	1
WiW49.4	NA	NA	NA	4	NA	WiW49	GreenbroomCovert	7D_rep4	2
WiW50.1	NA	NA	NA	1	NA	WiW50	GreenbroomCovert	7D_rep1	1
WiW50.2	NA	NA	NA	2	NA	WiW50	GreenbroomCovert	7D_rep2	1
WiW50.3	NA	NA	NA	3	NA	WiW50	GreenbroomCovert	7D_rep3	1
WiW50.4	NA	NA	NA	4	NA	WiW50	GreenbroomCovert	7D_rep4	2
WiW51.1	NA	NA	NA	1	NA	WiW51	GreenbroomCovert	7D_rep1	2
WiW51.2	NA	NA	NA	2	NA	WiW51	GreenbroomCovert	7D_rep2	2
WiW51.3	NA	NA	NA	3	NA	WiW51	GreenbroomCovert	7D_rep3	1
WiW51.4	NA	NA	NA	4	NA	WiW51	GreenbroomCovert	7D_rep4	1
WiW52.1	NA	NA	NA	1	NA	WiW52	GreenbroomCovert	7D_rep1	2
WiW52.2	NA	NA	NA	2	NA	WiW52	GreenbroomCovert	7D_rep2	2
WiW52.3	NA	NA	NA	3	NA	WiW52	GreenbroomCovert	7D_rep3	1
WiW52.4	NA	NA	NA	4	NA	WiW52	GreenbroomCovert	7D_rep4	2
WiW53.1	NA	NA	NA	1	NA	WiW53	GreenbroomCovert	7D_rep1	4
WiW53.2	NA	NA	NA	2	NA	WiW53	GreenbroomCovert	7D_rep2	1
WiW53.3	NA	NA	NA	3	NA	WiW53	GreenbroomCovert	7D_rep3	1
WiW53.4	NA	NA	NA	4	NA	WiW53	GreenbroomCovert	7D_rep4	2
WiW54.1	NA	NA	NA	1	NA	WiW54	GreenbroomCovert	7D_rep1	1
WiW54.2	NA	NA	NA	2	NA	WiW54	GreenbroomCovert	7D_rep2	1
WiW54.3	NA	NA	NA	3	NA	WiW54	GreenbroomCovert	7D_rep3	1
WiW54.4	NA	NA	NA	4	NA	WiW54	GreenbroomCovert	7D_rep4	1
WiW55.1	NA	NA	NA	1	NA	WiW55	GreenbroomCovert	7D_rep1	1
WiW55.2	NA	NA	NA	2	NA	WiW55	GreenbroomCovert	7D_rep2	1
WiW55.3	NA	NA	NA	3	NA	WiW55	GreenbroomCovert	7D_rep3	1
WiW55.4	NA	NA	NA	4	NA	WiW55	GreenbroomCovert	7D_rep4	2
WiW56.1	NA	NA	NA	1	NA	WiW56	GreenbroomCovert	7D_rep1	2
WiW56.2	NA	NA	NA	2	NA	WiW56	GreenbroomCovert	7D_rep2	1
WiW56.3	NA	NA	NA	3	NA	WiW56	GreenbroomCovert	7D_rep3	1
WiW56.4	NA	NA	NA	4	NA	WiW56	GreenbroomCovert	7D_rep4	2
WiW57.1	NA	NA	NA	1	NA	WiW57	WindsorGreatPark	7D_rep1	2
WiW57.2	NA	NA	NA	2	NA	WiW57	WindsorGreatPark	7D_rep2	2
WiW57.3	NA	NA	NA	3	NA	WiW57	WindsorGreatPark	7D_rep3	2
WiW57.4	NA	NA	NA	4	NA	WiW57	WindsorGreatPark	7D_rep4	1
WP01.1	NA	NA	NA	1	NA	WP01	WaterersPark	7D_rep1	1
WP01.2	NA	NA	NA	2	NA	WP01	WaterersPark	7D_rep2	1
WP01.3	NA	NA	NA	3	NA	WP01	WaterersPark	7D_rep3	1
WP01.4	NA	NA	NA	4	NA	WP01	WaterersPark	7D_rep4	2
WP02.1	NA	NA	NA	1	NA	WP02	WaterersPark	7D_rep1	2
WP02.2	NA	NA	NA	2	NA	WP02	WaterersPark	7D_rep2	2
WP02.3	NA	NA	NA	3	NA	WP02	WaterersPark	7D_rep3	2
WP02.4	NA	NA	NA	4	NA	WP02	WaterersPark	7D_rep4	2
WP03.1	NA	NA	NA	1	NA	WP03	WaterersPark	7D_rep1	2
WP03.2	NA	NA	NA	2	NA	WP03	WaterersPark	7D_rep2	2
WP03.3	NA	NA	NA	3	NA	WP03	WaterersPark	7D_rep3	2
WP03.4	NA	NA	NA	4	NA	WP03	WaterersPark	7D_rep4	2
WP04.1	NA	NA	NA	1	NA	WP04	WaterersPark	7D_rep1	2
WP04.2	NA	NA	NA	2	NA	WP04	WaterersPark	7D_rep2	2
WP04.3	NA	NA	NA	3	NA	WP04	WaterersPark	7D_rep3	2
WP04.4	NA	NA	NA	4	NA	WP04	WaterersPark	7D_rep4	2
WP05.1	NA	NA	NA	1	NA	WP05	WaterersPark	7D_rep1	2
WP05.2	NA	NA	NA	2	NA	WP05	WaterersPark	7D_rep2	2
WP05.3	NA	NA	NA	3	NA	WP05	WaterersPark	7D_rep3	2
WP05.4	NA	NA	NA	4	NA	WP05	WaterersPark	7D_rep4	1
WP06.1	NA	NA	NA	1	NA	WP06	WaterersPark	7D_rep1	2
WP06.2	NA	NA	NA	2	NA	WP06	WaterersPark	7D_rep2	2
WP06.3	NA	NA	NA	3	NA	WP06	WaterersPark	7D_rep3	2
WP06.4	NA	NA	NA	4	NA	WP06	WaterersPark	7D_rep4	1
WP07.1	NA	NA	NA	1	NA	WP07	WaterersPark	7D_rep1	2
WP07.2	NA	NA	NA	2	NA	WP07	WaterersPark	7D_rep2	2
WP07.3	NA	NA	NA	3	NA	WP07	WaterersPark	7D_rep3	2
WP07.4	NA	NA	NA	4	NA	WP07	WaterersPark	7D_rep4	1
WP08.1	NA	NA	NA	1	NA	WP08	WaterersPark	7D_rep1	1
WP08.2	NA	NA	NA	2	NA	WP08	WaterersPark	7D_rep2	4
WP08.3	NA	NA	NA	3	NA	WP08	WaterersPark	7D_rep3	2
WP08.4	NA	NA	NA	4	NA	WP08	WaterersPark	7D_rep4	2
WP09.1	NA	NA	NA	1	NA	WP09	WaterersPark	7D_rep1	2
WP09.2	NA	NA	NA	2	NA	WP09	WaterersPark	7D_rep2	1
WP09.3	NA	NA	NA	3	NA	WP09	WaterersPark	7D_rep3	2
WP09.4	NA	NA	NA	4	NA	WP09	WaterersPark	7D_rep4	2
WP10.1	NA	NA	NA	1	NA	WP10	WaterersPark	7D_rep1	2
WP10.2	NA	NA	NA	2	NA	WP10	WaterersPark	7D_rep2	2
WP10.3	NA	NA	NA	3	NA	WP10	WaterersPark	7D_rep3	2
WP10.4	NA	NA	NA	4	NA	WP10	WaterersPark	7D_rep4	1
WP11.1	NA	NA	NA	1	NA	WP11	WaterersPark	7D_rep1	2
WP11.2	NA	NA	NA	2	NA	WP11	WaterersPark	7D_rep2	2
WP11.3	NA	NA	NA	3	NA	WP11	WaterersPark	7D_rep3	2
WP11.4	NA	NA	NA	4	NA	WP11	WaterersPark	7D_rep4	1
WP12.1	NA	NA	NA	1	NA	WP12	WaterersPark	7D_rep1	4
WP12.2	NA	NA	NA	2	NA	WP12	WaterersPark	7D_rep2	4
WP12.3	NA	NA	NA	3	NA	WP12	WaterersPark	7D_rep3	4
WP12.4	NA	NA	NA	4	NA	WP12	WaterersPark	7D_rep4	1
WP13.1	NA	NA	NA	1	NA	WP13	WaterersPark	7D_rep1	4
WP13.2	NA	NA	NA	2	NA	WP13	WaterersPark	7D_rep2	3
WP13.3	NA	NA	NA	3	NA	WP13	WaterersPark	7D_rep3	3
WP13.4	NA	NA	NA	4	NA	WP13	WaterersPark	7D_rep4	1
WP14.1	NA	NA	NA	1	NA	WP14	WaterersPark	7D_rep1	2
WP14.2	NA	NA	NA	2	NA	WP14	WaterersPark	7D_rep2	4
WP14.3	NA	NA	NA	3	NA	WP14	WaterersPark	7D_rep3	4
WP14.4	NA	NA	NA	4	NA	WP14	WaterersPark	7D_rep4	1
WP15.1	NA	NA	NA	1	NA	WP15	WaterersPark	7D_rep1	4
WP15.2	NA	NA	NA	2	NA	WP15	WaterersPark	7D_rep2	4
WP15.3	NA	NA	NA	3	NA	WP15	WaterersPark	7D_rep3	4
WP15.4	NA	NA	NA	4	NA	WP15	WaterersPark	7D_rep4	2
WP16.1	NA	NA	NA	1	NA	WP16	WaterersPark	7D_rep1	4
WP16.2	NA	NA	NA	2	NA	WP16	WaterersPark	7D_rep2	4
WP16.3	NA	NA	NA	3	NA	WP16	WaterersPark	7D_rep3	4
WP16.4	NA	NA	NA	4	NA	WP16	WaterersPark	7D_rep4	1
WYC15.1	NA	NA	NA	1	NA	WYC15	WythamWoods	7D_rep1	2
WYC15.2	NA	NA	NA	2	NA	WYC15	WythamWoods	7D_rep2	2
WYC15.3	NA	NA	NA	3	NA	WYC15	WythamWoods	7D_rep3	2
WYC15.4	NA	NA	NA	4	NA	WYC15	WythamWoods	7D_rep4	2
WYC41.1	NA	NA	NA	1	NA	WYC41	WythamWoods	7D_rep1	2
WYC41.2	NA	NA	NA	2	NA	WYC41	WythamWoods	7D_rep2	3
WYC41.3	NA	NA	NA	3	NA	WYC41	WythamWoods	7D_rep3	2
WYC41.4	NA	NA	NA	4	NA	WYC41	WythamWoods	7D_rep4	2
WYC42.1	NA	NA	NA	1	NA	WYC42	WythamWoods	7D_rep1	4
WYC42.2	NA	NA	NA	2	NA	WYC42	WythamWoods	7D_rep2	2
WYC42.3	NA	NA	NA	3	NA	WYC42	WythamWoods	7D_rep3	2
WYC42.4	NA	NA	NA	4	NA	WYC42	WythamWoods	7D_rep4	2
WYD06.1	NA	NA	NA	1	NA	WYD06	WythamWoods	7D_rep1	2
WYD06.2	NA	NA	NA	2	NA	WYD06	WythamWoods	7D_rep2	2
WYD06.3	NA	NA	NA	3	NA	WYD06	WythamWoods	7D_rep3	2
WYD06.4	NA	NA	NA	4	NA	WYD06	WythamWoods	7D_rep4	2
WYD09.1	NA	NA	NA	1	NA	WYD09	WythamWoods	7D_rep1	2
WYD09.2	NA	NA	NA	2	NA	WYD09	WythamWoods	7D_rep2	2
WYD09.3	NA	NA	NA	3	NA	WYD09	WythamWoods	7D_rep3	2
WYD09.4	NA	NA	NA	4	NA	WYD09	WythamWoods	7D_rep4	2
WYM02.1	NA	NA	NA	1	NA	WYM02	WythamWoods	7D_rep1	2
WYM02.2	NA	NA	NA	2	NA	WYM02	WythamWoods	7D_rep2	2
WYM02.3	NA	NA	NA	3	NA	WYM02	WythamWoods	7D_rep3	2
WYM02.4	NA	NA	NA	4	NA	WYM02	WythamWoods	7D_rep4	2
WYM21.1	NA	NA	NA	1	NA	WYM21	WythamWoods	7D_rep1	2
WYM21.2	NA	NA	NA	2	NA	WYM21	WythamWoods	7D_rep2	2
WYM21.3	NA	NA	NA	3	NA	WYM21	WythamWoods	7D_rep3	2
WYM21.4	NA	NA	NA	4	NA	WYM21	WythamWoods	7D_rep4	2
WYM22.1	NA	NA	NA	1	NA	WYM22	WythamWoods	7D_rep1	2
WYM22.2	NA	NA	NA	2	NA	WYM22	WythamWoods	7D_rep2	2
WYM22.3	NA	NA	NA	3	NA	WYM22	WythamWoods	7D_rep3	2
WYM22.4	NA	NA	NA	4	NA	WYM22	WythamWoods	7D_rep4	2
WYM25.1	NA	NA	NA	1	NA	WYM25	WythamWoods	7D_rep1	1
WYM25.2	NA	NA	NA	2	NA	WYM25	WythamWoods	7D_rep2	1
WYM25.3	NA	NA	NA	3	NA	WYM25	WythamWoods	7D_rep3	1
WYM25.4	NA	NA	NA	4	NA	WYM25	WythamWoods	7D_rep4	1
WYM27.1	NA	NA	NA	1	NA	WYM27	WythamWoods	7D_rep1	1
WYM27.2	NA	NA	NA	2	NA	WYM27	WythamWoods	7D_rep2	1
WYM27.3	NA	NA	NA	3	NA	WYM27	WythamWoods	7D_rep3	1
WYM27.4	NA	NA	NA	4	NA	WYM27	WythamWoods	7D_rep4	1
WYM29.1	NA	NA	NA	1	NA	WYM29	WythamWoods	7D_rep1	1
WYM29.2	NA	NA	NA	2	NA	WYM29	WythamWoods	7D_rep2	1
WYM29.3	NA	NA	NA	3	NA	WYM29	WythamWoods	7D_rep3	1
WYM29.4	NA	NA	NA	4	NA	WYM29	WythamWoods	7D_rep4	2
WYM33.1	NA	NA	NA	1	NA	WYM33	WythamWoods	7D_rep1	1
WYM33.2	NA	NA	NA	2	NA	WYM33	WythamWoods	7D_rep2	1
WYM33.3	NA	NA	NA	3	NA	WYM33	WythamWoods	7D_rep3	1
WYM33.4	NA	NA	NA	4	NA	WYM33	WythamWoods	7D_rep4	1
WYM39.1	NA	NA	NA	1	NA	WYM39	WythamWoods	7D_rep1	2
WYM39.2	NA	NA	NA	2	NA	WYM39	WythamWoods	7D_rep2	2
WYM39.3	NA	NA	NA	3	NA	WYM39	WythamWoods	7D_rep3	2
WYM39.4	NA	NA	NA	4	NA	WYM39	WythamWoods	7D_rep4	2
WYT01.1	NA	NA	NA	1	NA	WYT01	WythamWoods	7D_rep1	2
WYT01.2	NA	NA	NA	2	NA	WYT01	WythamWoods	7D_rep2	2
WYT01.3	NA	NA	NA	3	NA	WYT01	WythamWoods	7D_rep3	2
WYT01.4	NA	NA	NA	4	NA	WYT01	WythamWoods	7D_rep4	1
WYT02.1	NA	NA	NA	1	NA	WYT02	WythamWoods	7D_rep1	2
WYT02.2	NA	NA	NA	2	NA	WYT02	WythamWoods	7D_rep2	2
WYT02.3	NA	NA	NA	3	NA	WYT02	WythamWoods	7D_rep3	2
WYT02.4	NA	NA	NA	4	NA	WYT02	WythamWoods	7D_rep4	1
WYT03.1	NA	NA	NA	1	NA	WYT03	WythamWoods	7D_rep1	2
WYT03.2	NA	NA	NA	2	NA	WYT03	WythamWoods	7D_rep2	2
WYT03.3	NA	NA	NA	3	NA	WYT03	WythamWoods	7D_rep3	2
WYT03.4	NA	NA	NA	4	NA	WYT03	WythamWoods	7D_rep4	2
WYT04.1	NA	NA	NA	1	NA	WYT04	WythamWoods	7D_rep1	2
WYT04.2	NA	NA	NA	2	NA	WYT04	WythamWoods	7D_rep2	2
WYT04.3	NA	NA	NA	3	NA	WYT04	WythamWoods	7D_rep3	2
WYT04.4	NA	NA	NA	4	NA	WYT04	WythamWoods	7D_rep4	1
WYT05.1	NA	NA	NA	1	NA	WYT05	WythamWoods	7D_rep1	2
WYT05.2	NA	NA	NA	2	NA	WYT05	WythamWoods	7D_rep2	2
WYT05.3	NA	NA	NA	3	NA	WYT05	WythamWoods	7D_rep3	2
WYT05.4	NA	NA	NA	4	NA	WYT05	WythamWoods	7D_rep4	2
WYT06.1	NA	NA	NA	1	NA	WYT06	WythamWoods	7D_rep1	2
WYT06.2	NA	NA	NA	2	NA	WYT06	WythamWoods	7D_rep2	2
WYT06.3	NA	NA	NA	3	NA	WYT06	WythamWoods	7D_rep3	2
WYT06.4	NA	NA	NA	4	NA	WYT06	WythamWoods	7D_rep4	1
WYT07.1	NA	NA	NA	1	NA	WYT07	WythamWoods	7D_rep1	1
WYT07.2	NA	NA	NA	2	NA	WYT07	WythamWoods	7D_rep2	2
WYT07.3	NA	NA	NA	3	NA	WYT07	WythamWoods	7D_rep3	1
WYT07.4	NA	NA	NA	4	NA	WYT07	WythamWoods	7D_rep4	1
WYT08.1	NA	NA	NA	1	NA	WYT08	WythamWoods	7D_rep1	1
WYT08.2	NA	NA	NA	2	NA	WYT08	WythamWoods	7D_rep2	2
WYT08.3	NA	NA	NA	3	NA	WYT08	WythamWoods	7D_rep3	1
WYT08.4	NA	NA	NA	4	NA	WYT08	WythamWoods	7D_rep4	2
WYT09.1	NA	NA	NA	1	NA	WYT09	WythamWoods	7D_rep1	2
WYT09.2	NA	NA	NA	2	NA	WYT09	WythamWoods	7D_rep2	2
WYT09.3	NA	NA	NA	3	NA	WYT09	WythamWoods	7D_rep3	2
WYT09.4	NA	NA	NA	4	NA	WYT09	WythamWoods	7D_rep4	1
WYT10.1	NA	NA	NA	1	NA	WYT10	WythamWoods	7D_rep1	1
WYT10.2	NA	NA	NA	2	NA	WYT10	WythamWoods	7D_rep2	2
WYT10.3	NA	NA	NA	3	NA	WYT10	WythamWoods	7D_rep3	1
WYT10.4	NA	NA	NA	4	NA	WYT10	WythamWoods	7D_rep4	1
WYT11.1	NA	NA	NA	1	NA	WYT11	WythamWoods	7D_rep1	2
WYT11.2	NA	NA	NA	2	NA	WYT11	WythamWoods	7D_rep2	2
WYT11.3	NA	NA	NA	3	NA	WYT11	WythamWoods	7D_rep3	2
WYT116.1	NA	NA	NA	1	NA	WYT116	WythamWoods	7D_rep1	2
WYT116.2	NA	NA	NA	2	NA	WYT116	WythamWoods	7D_rep2	2
WYT116.3	NA	NA	NA	3	NA	WYT116	WythamWoods	7D_rep3	2
WYT116.4	NA	NA	NA	4	NA	WYT116	WythamWoods	7D_rep4	2
WYT12.1	NA	NA	NA	1	NA	WYT12	WythamWoods	7D_rep1	2
